Date,Year,Gold_24K_1gm_INR,Gold_24K_10gm_INR,Gold_916_1gm_INR,Gold_916_10gm_INR
2026-01-09,2026,10328.12,103281.22,9460.56,94605.6
2026-01-10,2026,10100.68,101006.82,9252.22,92522.25
2026-01-11,2026,10387.51,103875.14,9514.96,95149.63
2026-01-12,2026,10100.6,101006.0,9252.15,92521.5
2026-01-13,2026,10112.02,101120.18,9262.61,92626.09
2026-01-14,2026,10077.75,100777.53,9231.22,92312.22
2026-01-15,2026,10324.67,103246.65,9457.39,94573.93
2026-01-16,2026,10070.51,100705.1,9224.59,92245.87
2026-01-17,2026,10235.39,102353.93,9375.62,93756.2
2026-01-18,2026,10029.62,100296.22,9187.13,91871.34
2026-01-19,2026,10263.13,102631.32,9401.03,94010.29
2026-01-20,2026,10228.09,102280.87,9368.93,93689.28
2026-01-21,2026,10334.41,103344.05,9466.32,94663.15
2026-01-22,2026,10244.58,102445.77,9384.03,93840.33
2026-01-23,2026,10147.96,101479.62,9295.53,92955.33
2026-01-24,2026,10283.49,102834.93,9419.68,94196.8
2026-01-25,2026,10091.12,100911.24,9243.47,92434.69
2026-01-26,2026,10246.48,102464.78,9385.77,93857.74
2026-01-27,2026,10058.6,100586.03,9213.68,92136.8
2026-01-28,2026,10094.41,100944.07,9246.48,92464.76
2026-01-29,2026,10101.24,101012.45,9252.74,92527.4
2026-01-30,2026,10055.0,100550.02,9210.38,92103.82
2026-01-31,2026,9986.49,99864.89,9147.62,91476.23
2026-02-01,2026,10239.47,102394.68,9379.35,93793.52
2026-02-02,2026,10123.46,101234.63,9273.09,92730.92
2026-02-03,2026,10063.23,100632.3,9217.92,92179.19
2026-02-04,2026,10285.41,102854.13,9421.44,94214.38
2026-02-05,2026,10130.33,101303.33,9279.39,92793.85
2026-02-06,2026,10102.71,101027.12,9254.08,92540.84
2026-02-07,2026,10095.55,100955.53,9247.53,92475.26
2026-02-08,2026,10279.69,102796.95,9416.2,94162.01
2026-02-09,2026,10059.5,100594.97,9214.5,92145.0
2026-02-10,2026,10258.53,102585.32,9396.82,93968.15
2026-02-11,2026,10147.08,101470.84,9294.73,92947.29
2026-02-12,2026,10130.07,101300.72,9279.15,92791.46
2026-02-13,2026,10205.79,102057.9,9348.5,93485.04
2026-02-14,2026,10086.48,100864.79,9239.22,92392.15
2026-02-15,2026,10359.57,103595.68,9489.36,94893.64
2026-02-16,2026,10319.78,103197.81,9452.92,94529.19
2026-02-17,2026,10223.69,102236.89,9364.9,93648.99
2026-02-18,2026,10121.06,101210.61,9270.89,92708.92
2026-02-19,2026,10091.11,100911.06,9243.45,92434.53
2026-02-20,2026,10233.99,102339.93,9374.34,93743.37
2026-02-21,2026,10282.41,102824.12,9418.69,94186.9
2026-02-22,2026,10163.1,101630.98,9309.4,93093.98
2026-02-23,2026,10086.25,100862.5,9239.01,92390.05
2026-02-24,2026,10255.28,102552.81,9393.84,93938.37
2026-02-25,2026,10006.16,100061.57,9165.64,91656.4
2026-02-26,2026,10131.19,101311.92,9280.17,92801.71
2026-02-27,2026,10383.37,103833.69,9511.17,95111.66
2026-02-28,2026,10038.25,100382.51,9195.04,91950.38
2026-03-01,2026,10134.96,101349.63,9283.63,92836.26
2026-03-02,2026,10060.47,100604.71,9215.39,92153.92
2026-03-03,2026,10222.07,102220.74,9363.42,93634.2
2026-03-04,2026,10368.84,103688.36,9497.85,94978.54
2026-03-05,2026,10327.99,103279.88,9460.44,94604.37
2026-03-06,2026,10170.84,101708.37,9316.49,93164.87
2026-03-07,2026,10339.48,103394.85,9470.97,94709.68
2026-03-08,2026,10325.06,103250.59,9457.75,94577.54
2026-03-09,2026,10158.57,101585.74,9305.25,93052.54
2026-03-10,2026,10181.14,101811.36,9325.92,93259.2
2026-03-11,2026,10303.54,103035.41,9438.04,94380.44
2026-03-12,2026,10222.69,102226.9,9363.98,93639.84
2026-03-13,2026,10130.42,101304.21,9279.47,92794.66
2026-03-14,2026,10294.59,102945.87,9429.84,94298.42
2026-03-15,2026,10216.55,102165.48,9358.36,93583.58
2026-03-16,2026,10269.76,102697.57,9407.1,94070.97
2026-03-17,2026,10237.1,102370.98,9377.18,93771.82
2026-03-18,2026,10242.77,102427.73,9382.38,93823.8
2026-03-19,2026,10285.6,102856.02,9421.61,94216.12
2026-03-20,2026,10074.73,100747.34,9228.46,92284.57
2026-03-21,2026,10172.52,101725.21,9318.03,93180.29
2026-03-22,2026,10249.2,102491.96,9388.26,93882.64
2026-03-23,2026,10080.32,100803.22,9233.57,92335.75
2026-03-24,2026,10286.78,102867.77,9422.69,94226.88
2026-03-25,2026,10231.3,102313.0,9371.87,93718.71
2026-03-26,2026,10369.02,103690.17,9498.02,94980.2
2026-03-27,2026,10319.9,103198.97,9453.03,94530.26
2026-03-28,2026,10205.49,102054.94,9348.23,93482.33
2026-03-29,2026,10390.83,103908.25,9518.0,95179.96
2026-03-30,2026,10212.79,102127.95,9354.92,93549.2
2026-03-31,2026,10243.26,102432.61,9382.83,93828.27
2026-04-01,2026,10150.2,101502.02,9297.59,92975.85
2026-04-02,2026,10022.65,100226.54,9180.75,91807.51
2026-04-03,2026,10073.81,100738.07,9227.61,92276.07
2026-04-04,2026,10163.84,101638.38,9310.08,93100.75
2026-04-05,2026,10068.87,100688.74,9223.09,92230.88
2026-04-06,2026,10279.87,102798.68,9416.36,94163.59
2026-04-07,2026,10287.77,102877.72,9423.6,94235.99
2026-04-08,2026,10294.6,102945.97,9429.85,94298.51
2026-04-09,2026,10229.59,102295.88,9370.3,93703.03
2026-04-10,2026,10129.45,101294.45,9278.57,92785.72
2026-04-11,2026,10072.18,100721.84,9226.12,92261.2
2026-04-12,2026,10135.53,101355.34,9284.15,92841.5
2026-04-13,2026,10279.58,102795.81,9416.1,94160.96
2026-04-14,2026,10292.68,102926.75,9428.09,94280.91
2026-04-15,2026,10254.15,102541.53,9392.8,93928.04
2026-04-16,2026,10123.69,101236.95,9273.3,92733.04
2026-04-17,2026,10269.82,102698.24,9407.16,94071.59
2026-04-18,2026,10314.69,103146.93,9448.26,94482.59
2026-04-19,2026,10348.62,103486.21,9479.34,94793.37
2026-04-20,2026,10010.31,100103.09,9169.44,91694.43
2026-04-21,2026,10238.33,102383.28,9378.31,93783.08
2026-04-22,2026,10193.74,101937.36,9337.46,93374.63
2026-04-23,2026,10021.63,100216.3,9179.81,91798.13
2026-04-24,2026,10237.88,102378.79,9377.9,93778.97
2026-04-25,2026,10354.47,103544.73,9484.7,94846.97
2026-04-26,2026,10224.27,102242.7,9365.43,93654.31
2026-04-27,2026,10156.24,101562.4,9303.12,93031.15
2026-04-28,2026,10442.37,104423.67,9565.21,95652.08
2026-04-29,2026,10250.11,102501.11,9389.1,93891.02
2026-04-30,2026,10112.66,101126.65,9263.2,92632.01
2026-05-01,2026,10258.32,102583.15,9396.62,93966.17
2026-05-02,2026,10260.11,102601.05,9398.26,93982.56
2026-05-03,2026,10376.03,103760.28,9504.44,95044.42
2026-05-04,2026,10112.15,101121.49,9262.73,92627.29
2026-05-05,2026,10302.18,103021.77,9436.79,94367.94
2026-05-06,2026,10286.0,102859.96,9421.97,94219.72
2026-05-07,2026,10407.43,104074.28,9533.2,95332.04
2026-05-08,2026,10153.86,101538.56,9300.93,93009.32
2026-05-09,2026,10128.37,101283.75,9277.59,92775.91
2026-05-10,2026,10134.0,101340.03,9282.75,92827.47
2026-05-11,2026,10073.87,100738.66,9227.66,92276.62
2026-05-12,2026,10328.81,103288.05,9461.19,94611.86
2026-05-13,2026,10311.14,103111.44,9445.01,94450.08
2026-05-14,2026,10259.64,102596.37,9397.83,93978.28
2026-05-15,2026,10303.01,103030.07,9437.55,94375.54
2026-05-16,2026,10322.17,103221.67,9455.1,94551.05
2026-05-17,2026,10278.5,102784.97,9415.1,94151.03
2026-05-18,2026,10309.64,103096.39,9443.63,94436.3
2026-05-19,2026,10210.87,102108.7,9353.16,93531.57
2026-05-20,2026,10306.27,103062.72,9440.54,94405.45
2026-05-21,2026,10147.78,101477.83,9295.37,92953.69
2026-05-22,2026,10175.91,101759.06,9321.13,93211.3
2026-05-23,2026,10394.11,103941.11,9521.01,95210.06
2026-05-24,2026,10249.5,102495.03,9388.54,93885.45
2026-05-25,2026,10299.14,102991.42,9434.01,94340.14
2026-05-26,2026,10279.99,102799.85,9416.47,94164.66
2026-05-27,2026,10265.84,102658.44,9403.51,94035.13
2026-05-28,2026,10014.17,100141.66,9172.98,91729.76
2026-05-29,2026,10282.75,102827.46,9419.0,94189.96
2026-05-30,2026,10329.55,103295.49,9461.87,94618.67
2026-05-31,2026,10492.03,104920.33,9610.7,96107.03
2026-06-01,2026,10413.96,104139.58,9539.19,95391.85
2026-06-02,2026,10117.37,101173.75,9267.52,92675.15
2026-06-03,2026,10206.46,102064.63,9349.12,93491.2
2026-06-04,2026,10337.3,103373.01,9468.97,94689.68
2026-06-05,2026,10412.72,104127.2,9538.05,95380.51
2026-06-06,2026,10310.21,103102.1,9444.15,94441.53
2026-06-07,2026,10188.55,101885.53,9332.71,93327.15
2026-06-08,2026,10337.24,103372.43,9468.91,94689.15
2026-06-09,2026,10179.42,101794.24,9324.35,93243.53
2026-06-10,2026,10089.55,100895.47,9242.02,92420.25
2026-06-11,2026,10275.12,102751.25,9412.01,94120.14
2026-06-12,2026,10475.69,104756.87,9595.73,95957.29
2026-06-13,2026,10343.99,103439.94,9475.1,94750.98
2026-06-14,2026,10395.66,103956.56,9522.42,95224.21
2026-06-15,2026,10282.93,102829.29,9419.16,94191.63
2026-06-16,2026,10106.57,101065.73,9257.62,92576.21
2026-06-17,2026,10158.06,101580.57,9304.78,93047.8
2026-06-18,2026,10410.95,104109.48,9536.43,95364.28
2026-06-19,2026,10420.26,104202.61,9544.96,95449.59
2026-06-20,2026,10352.62,103526.18,9483.0,94829.98
2026-06-21,2026,10417.27,104172.7,9542.22,95422.19
2026-06-22,2026,10381.08,103810.84,9509.07,95090.73
2026-06-23,2026,10272.4,102724.0,9409.52,94095.18
2026-06-24,2026,10381.72,103817.16,9509.65,95096.52
2026-06-25,2026,10225.53,102255.27,9366.58,93665.83
2026-06-26,2026,10282.33,102823.27,9418.61,94186.12
2026-06-27,2026,10224.38,102243.83,9365.54,93655.35
2026-06-28,2026,10340.76,103407.62,9472.14,94721.38
2026-06-29,2026,10425.93,104259.28,9550.15,95501.5
2026-06-30,2026,10390.88,103908.81,9518.05,95180.47
2026-07-01,2026,10264.63,102646.29,9402.4,94024.0
2026-07-02,2026,10273.07,102730.71,9410.13,94101.33
2026-07-03,2026,10448.2,104481.97,9570.55,95705.48
2026-07-04,2026,10405.03,104050.3,9531.01,95310.08
2026-07-05,2026,10350.8,103507.99,9481.33,94813.32
2026-07-06,2026,10315.54,103155.35,9449.03,94490.3
2026-07-07,2026,10215.09,102150.85,9357.02,93570.18
2026-07-08,2026,10421.97,104219.71,9546.53,95465.26
2026-07-09,2026,10479.93,104799.33,9599.62,95996.18
2026-07-10,2026,10344.79,103447.89,9475.83,94758.26
2026-07-11,2026,10302.96,103029.63,9437.51,94375.14
2026-07-12,2026,10259.29,102592.86,9397.51,93975.06
2026-07-13,2026,10306.99,103069.87,9441.2,94412.0
2026-07-14,2026,10261.12,102611.15,9399.18,93991.82
2026-07-15,2026,10413.44,104134.42,9538.71,95387.13
2026-07-16,2026,10342.11,103421.1,9473.37,94733.73
2026-07-17,2026,10156.68,101566.76,9303.52,93035.16
2026-07-18,2026,10240.36,102403.59,9380.17,93801.69
2026-07-19,2026,10272.53,102725.26,9409.63,94096.34
2026-07-20,2026,10327.56,103275.6,9460.04,94600.45
2026-07-21,2026,10472.99,104729.85,9593.25,95932.54
2026-07-22,2026,10208.81,102088.1,9351.27,93512.7
2026-07-23,2026,10316.59,103165.88,9449.99,94499.94
2026-07-24,2026,10357.76,103577.62,9487.71,94877.1
2026-07-25,2026,10321.23,103212.29,9454.25,94542.46
2026-07-26,2026,10274.52,102745.23,9411.46,94114.63
2026-07-27,2026,10521.14,105211.42,9637.37,96373.66
2026-07-28,2026,10428.47,104284.7,9552.48,95524.78
2026-07-29,2026,10352.69,103526.91,9483.06,94830.65
2026-07-30,2026,10305.04,103050.36,9439.41,94394.13
2026-07-31,2026,10315.17,103151.72,9448.7,94486.98
2026-08-01,2026,10261.99,102619.88,9399.98,93999.81
2026-08-02,2026,10489.57,104895.71,9608.45,96084.47
2026-08-03,2026,10397.26,103972.63,9523.89,95238.93
2026-08-04,2026,10252.51,102525.07,9391.3,93912.96
2026-08-05,2026,10354.19,103541.89,9484.44,94844.37
2026-08-06,2026,10428.28,104282.77,9552.3,95523.02
2026-08-07,2026,10269.26,102692.64,9406.65,94066.46
2026-08-08,2026,10325.85,103258.5,9458.48,94584.79
2026-08-09,2026,10327.44,103274.36,9459.93,94599.32
2026-08-10,2026,10333.52,103335.22,9465.51,94655.06
2026-08-11,2026,10374.88,103748.77,9503.39,95033.87
2026-08-12,2026,10335.18,103351.79,9467.02,94670.24
2026-08-13,2026,10453.84,104538.42,9575.72,95757.19
2026-08-14,2026,10350.7,103507.02,9481.24,94812.43
2026-08-15,2026,10273.06,102730.59,9410.12,94101.22
2026-08-16,2026,10416.09,104160.93,9541.14,95411.41
2026-08-17,2026,10487.33,104873.33,9606.4,96063.97
2026-08-18,2026,10363.7,103637.0,9493.15,94931.49
2026-08-19,2026,10335.87,103358.74,9467.66,94676.6
2026-08-20,2026,10335.82,103358.18,9467.61,94676.09
2026-08-21,2026,10243.85,102438.45,9383.36,93833.62
2026-08-22,2026,10562.27,105622.68,9675.04,96750.38
2026-08-23,2026,10373.44,103734.35,9502.07,95020.67
2026-08-24,2026,10340.41,103404.05,9471.81,94718.11
2026-08-25,2026,10304.02,103040.2,9438.48,94384.83
2026-08-26,2026,10415.35,104153.45,9540.46,95404.56
2026-08-27,2026,10500.63,105006.28,9618.57,96185.75
2026-08-28,2026,10591.08,105910.83,9701.43,97014.32
2026-08-29,2026,10368.29,103682.93,9497.36,94973.56
2026-08-30,2026,10493.24,104932.38,9611.81,96118.06
2026-08-31,2026,10460.49,104604.88,9581.81,95818.07
2026-09-01,2026,10459.35,104593.54,9580.77,95807.69
2026-09-02,2026,10332.29,103322.9,9464.38,94643.77
2026-09-03,2026,10558.61,105586.13,9671.69,96716.9
2026-09-04,2026,10484.4,104844.04,9603.71,96037.14
2026-09-05,2026,10391.99,103919.92,9519.06,95190.65
2026-09-06,2026,10490.52,104905.19,9609.32,96093.15
2026-09-07,2026,10280.89,102808.94,9417.3,94172.99
2026-09-08,2026,10348.99,103489.86,9479.67,94796.71
2026-09-09,2026,10444.88,104448.82,9567.51,95675.12
2026-09-10,2026,10409.73,104097.32,9535.31,95353.14
2026-09-11,2026,10371.07,103710.75,9499.9,94999.04
2026-09-12,2026,10562.15,105621.47,9674.93,96749.26
2026-09-13,2026,10453.17,104531.7,9575.1,95751.03
2026-09-14,2026,10293.69,102936.89,9429.02,94290.19
2026-09-15,2026,10317.76,103177.55,9451.06,94510.64
2026-09-16,2026,10352.86,103528.55,9483.22,94832.15
2026-09-17,2026,10381.59,103815.89,9509.54,95095.35
2026-09-18,2026,10291.33,102913.32,9426.86,94268.6
2026-09-19,2026,10180.76,101807.63,9325.58,93255.79
2026-09-20,2026,10497.65,104976.48,9615.85,96158.46
2026-09-21,2026,10396.53,103965.28,9523.22,95232.2
2026-09-22,2026,10321.91,103219.1,9454.87,94548.7
2026-09-23,2026,10357.32,103573.23,9487.31,94873.08
2026-09-24,2026,10328.58,103285.83,9460.98,94609.82
2026-09-25,2026,10322.71,103227.13,9455.61,94556.05
2026-09-26,2026,10337.54,103375.37,9469.18,94691.84
2026-09-27,2026,10274.06,102740.61,9411.04,94110.4
2026-09-28,2026,10458.31,104583.15,9579.82,95798.16
2026-09-29,2026,10348.28,103482.77,9479.02,94790.21
2026-09-30,2026,10420.43,104204.3,9545.11,95451.14
2026-10-01,2026,10219.46,102194.65,9361.03,93610.3
2026-10-02,2026,10381.86,103818.58,9509.78,95097.82
2026-10-03,2026,10485.98,104859.76,9605.15,96051.54
2026-10-04,2026,10337.05,103370.49,9468.74,94687.37
2026-10-05,2026,10481.48,104814.79,9601.04,96010.35
2026-10-06,2026,10534.89,105348.95,9649.96,96499.64
2026-10-07,2026,10436.38,104363.78,9559.72,95597.22
2026-10-08,2026,10261.46,102614.65,9399.5,93995.02
2026-10-09,2026,10427.87,104278.65,9551.92,95519.25
2026-10-10,2026,10483.89,104838.89,9603.24,96032.42
2026-10-11,2026,10464.92,104649.16,9585.86,95858.63
2026-10-12,2026,10376.59,103765.86,9504.95,95049.53
2026-10-13,2026,10594.77,105947.75,9704.81,97048.14
2026-10-14,2026,10440.38,104403.78,9563.39,95633.87
2026-10-15,2026,10348.19,103481.92,9478.94,94789.44
2026-10-16,2026,10503.71,105037.09,9621.4,96213.97
2026-10-17,2026,10451.69,104516.91,9573.75,95737.49
2026-10-18,2026,10602.54,106025.4,9711.93,97119.27
2026-10-19,2026,10489.57,104895.72,9608.45,96084.48
2026-10-20,2026,10459.91,104599.06,9581.27,95812.74
2026-10-21,2026,10517.22,105172.17,9633.77,96337.71
2026-10-22,2026,10443.47,104434.73,9566.22,95662.21
2026-10-23,2026,10386.44,103864.38,9513.98,95139.77
2026-10-24,2026,10327.22,103272.24,9459.74,94597.37
2026-10-25,2026,10331.69,103316.93,9463.83,94638.31
2026-10-26,2026,10277.8,102778.04,9414.47,94144.69
2026-10-27,2026,10507.4,105074.01,9624.78,96247.79
2026-10-28,2026,10391.55,103915.51,9518.66,95186.6
2026-10-29,2026,10397.13,103971.3,9523.77,95237.71
2026-10-30,2026,10335.45,103354.54,9467.28,94672.75
2026-10-31,2026,10519.45,105194.52,9635.82,96358.18
2026-11-01,2026,10420.8,104207.97,9545.45,95454.5
2026-11-02,2026,10470.77,104707.67,9591.22,95912.23
2026-11-03,2026,10597.95,105979.52,9707.72,97077.24
2026-11-04,2026,10613.96,106139.59,9722.39,97223.86
2026-11-05,2026,10455.24,104552.44,9577.0,95770.04
2026-11-06,2026,10543.26,105432.55,9657.62,96576.22
2026-11-07,2026,10416.82,104168.2,9541.81,95418.07
2026-11-08,2026,10481.9,104818.98,9601.42,96014.19
2026-11-09,2026,10443.37,104433.74,9566.13,95661.3
2026-11-10,2026,10359.07,103590.69,9488.91,94889.07
2026-11-11,2026,10479.99,104799.89,9599.67,95996.7
2026-11-12,2026,10600.0,106000.01,9709.6,97096.01
2026-11-13,2026,10311.53,103115.26,9445.36,94453.57
2026-11-14,2026,10682.89,106828.95,9785.53,97855.32
2026-11-15,2026,10440.25,104402.49,9563.27,95632.68
2026-11-16,2026,10510.7,105107.0,9627.8,96278.01
2026-11-17,2026,10414.26,104142.59,9539.46,95394.61
2026-11-18,2026,10376.48,103764.81,9504.86,95048.57
2026-11-19,2026,10494.31,104943.11,9612.79,96127.89
2026-11-20,2026,10504.97,105049.67,9622.55,96225.5
2026-11-21,2026,10518.7,105186.97,9635.13,96351.27
2026-11-22,2026,10507.27,105072.7,9624.66,96246.59
2026-11-23,2026,10326.27,103262.69,9458.86,94588.62
2026-11-24,2026,10295.53,102955.31,9430.71,94307.06
2026-11-25,2026,10360.17,103601.71,9489.92,94899.17
2026-11-26,2026,10412.15,104121.46,9537.53,95375.26
2026-11-27,2026,10350.23,103502.26,9480.81,94808.07
2026-11-28,2026,10424.44,104244.42,9548.79,95487.89
2026-11-29,2026,10508.43,105084.26,9625.72,96257.18
2026-11-30,2026,10587.48,105874.79,9698.13,96981.31
2026-12-01,2026,10670.4,106704.03,9774.09,97740.89
2026-12-02,2026,10497.14,104971.39,9615.38,96153.79
2026-12-03,2026,10402.42,104024.22,9528.62,95286.18
2026-12-04,2026,10431.37,104313.73,9555.14,95551.38
2026-12-05,2026,10497.11,104971.07,9615.35,96153.5
2026-12-06,2026,10309.73,103097.28,9443.71,94437.11
2026-12-07,2026,10443.81,104438.06,9566.53,95665.27
2026-12-08,2026,10412.33,104123.27,9537.69,95376.92
2026-12-09,2026,10567.74,105677.42,9680.05,96800.51
2026-12-10,2026,10473.1,104731.01,9593.36,95933.6
2026-12-11,2026,10351.73,103517.25,9482.18,94821.8
2026-12-12,2026,10341.1,103410.97,9472.44,94724.45
2026-12-13,2026,10559.03,105590.32,9672.07,96720.74
2026-12-14,2026,10497.43,104974.32,9615.65,96156.47
2026-12-15,2026,10483.34,104833.4,9602.74,96027.4
2026-12-16,2026,10315.76,103157.63,9449.24,94492.39
2026-12-17,2026,10624.71,106247.12,9732.24,97322.36
2026-12-18,2026,10521.1,105211.0,9637.33,96373.28
2026-12-19,2026,10415.97,104159.65,9541.02,95410.24
2026-12-20,2026,10366.23,103662.34,9495.47,94954.71
2026-12-21,2026,10547.72,105477.19,9661.71,96617.1
2026-12-22,2026,10772.22,107722.17,9867.35,98673.5
2026-12-23,2026,10657.1,106570.96,9761.9,97619.0
2026-12-24,2026,10493.42,104934.22,9611.97,96119.75
2026-12-25,2026,10576.11,105761.11,9687.72,96877.18
2026-12-26,2026,10547.66,105476.59,9661.66,96616.56
2026-12-27,2026,10450.42,104504.24,9572.59,95725.88
2026-12-28,2026,10712.98,107129.8,9813.09,98130.9
2026-12-29,2026,10392.53,103925.25,9519.55,95195.53
2026-12-30,2026,10627.93,106279.33,9735.19,97351.87
2026-12-31,2026,10605.31,106053.1,9714.46,97144.64
2027-01-01,2027,10465.94,104659.42,9586.8,95868.03
2027-01-02,2027,10554.0,105539.96,9667.46,96674.61
2027-01-03,2027,10521.16,105211.63,9637.39,96373.85
2027-01-04,2027,10711.72,107117.19,9811.94,98119.35
2027-01-05,2027,10358.25,103582.46,9488.15,94881.53
2027-01-06,2027,10548.56,105485.63,9662.48,96624.84
2027-01-07,2027,10604.41,106044.09,9713.64,97136.38
2027-01-08,2027,10600.58,106005.77,9710.13,97101.28
2027-01-09,2027,10353.18,103531.75,9483.51,94835.09
2027-01-10,2027,10477.59,104775.95,9597.48,95974.77
2027-01-11,2027,10469.76,104697.59,9590.3,95902.99
2027-01-12,2027,10572.38,105723.83,9684.3,96843.03
2027-01-13,2027,10622.74,106227.36,9730.43,97304.26
2027-01-14,2027,10481.23,104812.31,9600.81,96008.07
2027-01-15,2027,10725.56,107255.65,9824.62,98246.17
2027-01-16,2027,10327.97,103279.73,9460.42,94604.23
2027-01-17,2027,10597.56,105975.56,9707.36,97073.61
2027-01-18,2027,10501.85,105018.51,9619.7,96196.96
2027-01-19,2027,10553.51,105535.13,9667.02,96670.18
2027-01-20,2027,10553.5,105535.0,9667.01,96670.06
2027-01-21,2027,10644.44,106444.39,9750.31,97503.06
2027-01-22,2027,10658.02,106580.21,9762.75,97627.47
2027-01-23,2027,10450.2,104502.0,9572.38,95723.83
2027-01-24,2027,10617.27,106172.65,9725.41,97254.15
2027-01-25,2027,10437.27,104372.74,9560.54,95605.43
2027-01-26,2027,10264.51,102645.06,9402.29,94022.88
2027-01-27,2027,10492.92,104929.2,9611.52,96115.15
2027-01-28,2027,10480.5,104805.0,9600.14,96001.38
2027-01-29,2027,10434.59,104345.89,9558.08,95580.83
2027-01-30,2027,10502.88,105028.85,9620.64,96206.42
2027-01-31,2027,10617.32,106173.17,9725.46,97254.62
2027-02-01,2027,10530.97,105309.75,9646.37,96463.73
2027-02-02,2027,10480.86,104808.58,9600.47,96004.66
2027-02-03,2027,10513.92,105139.25,9630.75,96307.55
2027-02-04,2027,10493.12,104931.17,9611.69,96116.95
2027-02-05,2027,10471.26,104712.56,9591.67,95916.7
2027-02-06,2027,10422.7,104227.01,9547.19,95471.95
2027-02-07,2027,10527.31,105273.12,9643.02,96430.18
2027-02-08,2027,10506.88,105068.75,9624.3,96242.98
2027-02-09,2027,10540.57,105405.68,9655.16,96551.6
2027-02-10,2027,10446.36,104463.61,9568.87,95688.66
2027-02-11,2027,10659.49,106594.89,9764.09,97640.92
2027-02-12,2027,10743.95,107439.51,9841.46,98414.6
2027-02-13,2027,10430.63,104306.3,9554.46,95544.57
2027-02-14,2027,10636.51,106365.1,9743.04,97430.43
2027-02-15,2027,10564.73,105647.27,9677.29,96772.9
2027-02-16,2027,10496.5,104964.99,9614.79,96147.93
2027-02-17,2027,10390.69,103906.9,9517.87,95178.72
2027-02-18,2027,10548.36,105483.6,9662.3,96622.97
2027-02-19,2027,10473.59,104735.89,9593.81,95938.07
2027-02-20,2027,10351.59,103515.94,9482.06,94820.6
2027-02-21,2027,10491.43,104914.35,9610.15,96101.54
2027-02-22,2027,10482.73,104827.25,9602.18,96021.76
2027-02-23,2027,10549.27,105492.74,9663.13,96631.35
2027-02-24,2027,10501.51,105015.1,9619.38,96193.84
2027-02-25,2027,10672.0,106720.05,9775.56,97755.56
2027-02-26,2027,10415.36,104153.63,9540.47,95404.73
2027-02-27,2027,10500.67,105006.72,9618.62,96186.15
2027-02-28,2027,10662.37,106623.71,9766.73,97667.32
2027-03-01,2027,10474.55,104745.52,9594.69,95946.9
2027-03-02,2027,10741.73,107417.31,9839.43,98394.25
2027-03-03,2027,10630.18,106301.84,9737.25,97372.49
2027-03-04,2027,10640.3,106403.01,9746.52,97465.16
2027-03-05,2027,10543.05,105430.55,9657.44,96574.38
2027-03-06,2027,10434.0,104340.01,9557.54,95575.45
2027-03-07,2027,10384.99,103849.89,9512.65,95126.5
2027-03-08,2027,10526.73,105267.26,9642.48,96424.81
2027-03-09,2027,10644.29,106442.91,9750.17,97501.7
2027-03-10,2027,10606.27,106062.67,9715.34,97153.41
2027-03-11,2027,10639.82,106398.17,9746.07,97460.72
2027-03-12,2027,10639.52,106395.2,9745.8,97458.0
2027-03-13,2027,10538.91,105389.12,9653.64,96536.43
2027-03-14,2027,10526.49,105264.93,9642.27,96422.67
2027-03-15,2027,10624.78,106247.78,9732.3,97322.96
2027-03-16,2027,10604.59,106045.9,9713.8,97138.05
2027-03-17,2027,10659.64,106596.43,9764.23,97642.33
2027-03-18,2027,10567.52,105675.17,9679.85,96798.45
2027-03-19,2027,10659.18,106591.76,9763.81,97638.05
2027-03-20,2027,10657.97,106579.73,9762.7,97627.03
2027-03-21,2027,10596.89,105968.92,9706.75,97067.53
2027-03-22,2027,10711.81,107118.09,9812.02,98120.17
2027-03-23,2027,10708.01,107080.12,9808.54,98085.39
2027-03-24,2027,10812.07,108120.69,9903.86,99038.55
2027-03-25,2027,10574.97,105749.69,9686.67,96866.72
2027-03-26,2027,10795.4,107953.98,9888.58,98885.85
2027-03-27,2027,10534.95,105349.55,9650.02,96500.19
2027-03-28,2027,10636.61,106366.07,9743.13,97431.32
2027-03-29,2027,10544.92,105449.25,9659.15,96591.51
2027-03-30,2027,10603.22,106032.15,9712.55,97125.45
2027-03-31,2027,10577.42,105774.21,9688.92,96889.17
2027-04-01,2027,10599.83,105998.34,9709.45,97094.48
2027-04-02,2027,10667.6,106675.96,9771.52,97715.18
2027-04-03,2027,10599.04,105990.42,9708.72,97087.23
2027-04-04,2027,10571.1,105710.96,9683.12,96831.24
2027-04-05,2027,10564.86,105648.59,9677.41,96774.1
2027-04-06,2027,10734.77,107347.74,9833.05,98330.53
2027-04-07,2027,10612.25,106122.47,9720.82,97208.18
2027-04-08,2027,10604.25,106042.46,9713.49,97134.89
2027-04-09,2027,10404.34,104043.37,9530.37,95303.73
2027-04-10,2027,10509.11,105091.13,9626.35,96263.48
2027-04-11,2027,10552.13,105521.33,9665.75,96657.54
2027-04-12,2027,10802.66,108026.61,9895.24,98952.37
2027-04-13,2027,10608.46,106084.62,9717.35,97173.51
2027-04-14,2027,10567.09,105670.93,9679.46,96794.58
2027-04-15,2027,10437.69,104376.95,9560.93,95609.28
2027-04-16,2027,10665.58,106655.85,9769.68,97696.76
2027-04-17,2027,10789.57,107895.73,9883.25,98832.49
